D,N,K,L,Grafo Original,Conectividade Algebrica,Aresta Efb1,G + Efb1,Aresta Efb2,G + Efb2,Arestas Efb*,G + Efb*,Aresta Ehp1,G + Ehp1,Aresta Ehp2,G + Ehp2,Aresta Ehe1,G + Ehe1,Aresta Ehe2,G + Ehe2,Melhor Heurística
11,14,1,3,"T(14, 11, 1)",0.05351370252,"(3, 11)",0.233026170971,"(3, 7)",0.28783767187375348,"[(1, 10), (5, 11)]",0.363086438287,"(1, 12)",0.190135324831,"(5, 13)",0.267949192431,"(1, 11)",0.194025818971,"(5, 11)",0.310288262698,HE
11,15,1,4,"T(15, 11, 1)",0.049123171465,"(3, 11)",0.22729013126,"(3, 6)",0.26794919243112214,"[(2, 11), (6, 11)]",0.337521679305,"(1, 12)",0.169899298614,"(5, 13)",0.267949192431,"(1, 11)",0.177282464849,"(5, 11)",0.306690853994,HE
11,16,1,5,"T(16, 11, 1)",0.04579428,"(3, 11)",0.218799918965,"(8, 11)",0.2573227785877536,"[(2, 11), (6, 11)]",0.337134700737,"(1, 12)",0.155385990206,"(5, 13)",0.267949192431,"(1, 11)",0.164876747203,"(5, 11)",0.3023925399,HE
11,17,1,6,"T(17, 11, 1)",0.04319022447,"(3, 11)",0.209328086325,"(7, 11)",0.25228408991824136,"[(2, 11), (6, 11)]",0.336555809361,"(1, 12)",0.14448478489,"(5, 13)",0.267949192431,"(1, 11)",0.155313274216,"(5, 11)",0.297468498377,HE
11,18,1,7,"T(18, 11, 1)",0.041100566499,"(3, 11)",0.200474683399,"(6, 11)",0.24970305896184136,"[(2, 11), (6, 11)]",0.33562037537,"(1, 12)",0.136001457231,"(5, 13)",0.267949192431,"(1, 11)",0.14771374728,"(5, 11)",0.292114155924,HE
11,19,1,8,"T(19, 11, 1)",0.039388108253,"(3, 11)",0.192722049495,"(6, 12)",0.24826940877949771,"[(2, 11), (6, 11)]",0.333973783259,"(1, 12)",0.129213654706,"(5, 13)",0.259643397911,"(1, 11)",0.141528374908,"(5, 11)",0.286587342797,HE
11,20,1,9,"T(20, 11, 1)",0.037959984785,"(3, 11)",0.186047743002,"(6, 12)",0.24690130984497713,"[(2, 11), (6, 11)]",0.33096666417,"(1, 12)",0.123659924208,"(5, 13)",0.246541830358,"(1, 11)",0.136395325991,"(5, 11)",0.281125335853,HE
12,13,1,1,"T(13, 12, 1)",0.058116365148,"(1, 13)",0.229087948694,"(1, 3)",0.22908794869357965,"[(1, 9), (4, 13)]",0.38196601125,"(1, 13)",0.229087948694,"(1, 7)",0.229087948694,"(1, 12)",0.220121359008,"(6, 12)",0.267949192431,HE
12,14,1,2,"T(14, 12, 1)",0.05113134852,"(2, 13)",0.209912068476,"(1, 5)",0.23598507480541786,"[(1, 10), (5, 12)]",0.342320643713,"(1, 13)",0.191893570168,"(5, 14)",0.228512568505,"(1, 12)",0.190135324831,"(6, 12)",0.267949192431,HE
12,15,1,3,"T(15, 12, 1)",0.046124695274,"(3, 12)",0.199820390161,"(3, 7)",0.27067662525426334,"[(2, 11), (6, 13)]",0.320787246442,"(1, 13)",0.167194268092,"(5, 14)",0.227748978691,"(1, 12)",0.169899298614,"(6, 12)",0.267949192431,HE
12,16,1,4,"T(16, 12, 1)",0.042404077599,"(3, 12)",0.192302429931,"(3, 6)",0.25582989076855384,"[(2, 11), (6, 12)]",0.297274066949,"(1, 13)",0.149969301047,"(5, 14)",0.226699583496,"(1, 12)",0.155385990206,"(6, 12)",0.267949192431,HE
12,17,1,5,"T(17, 12, 1)",0.039546778573,"(3, 12)",0.184292737585,"(9, 13)",0.24687952197846885,"[(2, 12), (7, 12)]",0.287506465103,"(1, 13)",0.137364464326,"(5, 14)",0.225201955223,"(1, 12)",0.14448478489,"(6, 12)",0.267949192431,HE
12,18,1,6,"T(18, 12, 1)",0.037290492779,"(3, 12)",0.176607495998,"(8, 12)",0.24188342520677658,"[(2, 12), (7, 12)]",0.28359819695,"(1, 13)",0.127769789782,"(5, 14)",0.222994854544,"(1, 12)",0.136001457231,"(6, 12)",0.267949192431,HE
12,19,1,7,"T(19, 12, 1)",0.035466887173,"(3, 12)",0.169652988564,"(8, 13)",0.23832062514388636,"[(2, 12), (7, 12)]",0.279287560839,"(1, 13)",0.120232805942,"(5, 14)",0.219727584686,"(1, 12)",0.129213654706,"(6, 12)",0.267949192431,HE
12,20,1,8,"T(20, 12, 1)",0.033964042153,"(3, 12)",0.163521803645,"(7, 12)",0.23630842900079704,"[(2, 12), (7, 12)]",0.274726981934,"(1, 13)",0.114160235199,"(5, 14)",0.215158614961,"(1, 12)",0.123659924208,"(6, 12)",0.267949192431,HE
13,14,1,1,"T(14, 13, 1)",0.050144175636,"(1, 14)",0.198062264195,"(1, 3)",0.19806226419516162,"[(1, 10), (5, 14)]",0.38196601125,"(1, 14)",0.198062264195,"(5, 12)",0.198062264195,"(1, 13)",0.191893570168,"(6, 13)",0.228375630649,HE
13,15,1,2,"T(15, 13, 1)",0.044410954153,"(2, 14)",0.18146563637,"(2, 6)",0.20789094968365254,"[(2, 11), (6, 14)]",0.304609262416,"(1, 14)",0.168557687162,"(6, 15)",0.198062264195,"(1, 13)",0.167194268092,"(6, 13)",0.227555259591,HE
13,16,1,3,"T(16, 13, 1)",0.040203983651,"(3, 13)",0.172581003458,"(3, 7)",0.25026433315784236,"[(2, 12), (6, 13)]",0.279610256364,"(1, 14)",0.148045771305,"(6, 15)",0.198062264195,"(1, 13)",0.149969301047,"(6, 13)",0.226606914174,HE
13,17,1,4,"T(17, 13, 1)",0.037025229257,"(3, 14)",0.166275889085,"(8, 14)",0.17847251365394845,"[(2, 12), (6, 13)]",0.276689357859,"(1, 14)",0.13332049465,"(6, 15)",0.198062264195,"(1, 13)",0.137364464326,"(6, 13)",0.225508292267,HE
13,18,1,5,"T(18, 13, 1)",0.034554479277,"(3, 13)",0.157771538857,"(9, 13)",0.23410128892331716,"[(2, 12), (6, 13)]",0.263276661406,"(1, 14)",0.122340970072,"(6, 15)",0.198062264195,"(1, 13)",0.127769789782,"(6, 13)",0.224235997358,HE
13,19,1,6,"T(19, 13, 1)",0.032585792914,"(4, 13)",0.152240934977,"(1, 9)",0.18558008108772198,"[(2, 13), (7, 13)]",0.251249470973,"(1, 14)",0.113875751866,"(6, 15)",0.198062264195,"(1, 13)",0.120232805942,"(6, 13)",0.222768177961,HE
13,20,1,7,"T(20, 13, 1)",0.030983572308,"(4, 13)",0.152240934977,"(1, 9)",0.17513562882233563,"[(2, 13), (7, 13)]",0.251217877513,"(1, 14)",0.107164556457,"(6, 15)",0.198062264195,"(1, 13)",0.114160235199,"(6, 13)",0.221088814103,HE
14,15,1,1,"T(15, 14, 1)",0.043704798532,"(1, 15)",0.172909084715,"(1, 3)",0.17290908471479852,"[(1, 10), (5, 14)]",0.308802389657,"(1, 15)",0.172909084715,"(1, 8)",0.172909084715,"(1, 14)",0.168557687162,"(7, 14)",0.198062264195,HE
14,16,1,2,"T(16, 14, 1)",0.038945218856,"(2, 15)",0.15854212085,"(8, 15)",0.18370635295020671,"[(2, 12), (6, 14)]",0.279006474965,"(1, 15)",0.149102599199,"(6, 16)",0.172634205429,"(1, 14)",0.148045771305,"(7, 14)",0.198062264195,HE
14,17,1,3,"T(17, 14, 1)",0.03537911092,"(3, 14)",0.15051982446,"(3, 8)",0.22908721812952834,"[(1, 12), (6, 14)]",0.261251505154,"(1, 15)",0.131924640429,"(6, 16)",0.172298130557,"(1, 14)",0.13332049465,"(7, 14)",0.198062264195,HE
14,18,1,4,"T(18, 14, 1)",0.032643119896,"(3, 15)",0.144393196403,"(11, 16)",0.1664386675844734,"[(2, 13), (7, 15)]",0.247477709309,"(1, 15)",0.119274309375,"(6, 16)",0.171879683912,"(1, 14)",0.122340970072,"(7, 14)",0.198062264195,HE
14,19,1,5,"T(19, 14, 1)",0.030492314568,"(4, 14)",0.138034912774,"(3, 9)",0.1840296506434313,"[(2, 13), (7, 14)]",0.241711930397,"(1, 15)",0.109677102885,"(6, 16)",0.171347958489,"(1, 14)",0.113875751866,"(7, 14)",0.198062264195,HE
14,20,1,6,"T(20, 14, 1)",0.028763779097,"(4, 14)",0.137209415268,"(3, 8)",0.17292902858767084,"[(2, 13), (7, 14)]",0.230454672872,"(1, 15)",0.1021869027,"(6, 16)",0.170657329626,"(1, 14)",0.107164556457,"(7, 14)",0.198062264195,HE
15,16,1,1,"T(16, 15, 1)",0.038429439194,"(1, 16)",0.152240934977,"(1, 3)",0.15224093497742688,"[(2, 11), (5, 15)]",0.275817061373,"(1, 16)",0.152240934977,"(1, 9)",0.152240934977,"(1, 15)",0.149102599199,"(7, 15)",0.17258902075,HE
15,17,1,2,"T(17, 15, 1)",0.034437523899,"(2, 16)",0.139777326727,"(1, 7)",0.16291868396911086,"[(1, 12), (6, 15)]",0.257410868108,"(1, 16)",0.13274703779,"(7, 17)",0.152240934977,"(1, 15)",0.131924640429,"(7, 15)",0.172235169874,HE
15,18,1,3,"T(18, 15, 1)",0.031390436208,"(3, 15)",0.132500500671,"(10, 15)",0.2064299223372737,"[(2, 13), (7, 15)]",0.233691741085,"(1, 16)",0.118242631691,"(7, 17)",0.152240934977,"(1, 15)",0.119274309375,"(7, 15)",0.17184294406,HE
15,19,1,4,"T(19, 15, 1)",0.02901960309,"(3, 16)",0.126740823722,"(11, 17)",0.15420162910300905,"[(2, 13), (7, 15)]",0.214954783222,"(1, 16)",0.107318625087,"(7, 17)",0.152240934977,"(1, 15)",0.109677102885,"(7, 15)",0.171407180705,HE
15,20,1,5,"T(20, 15, 1)",0.027135956054,"(4, 15)",0.123254350091,"(3, 8)",0.17456218914778154,"[(2, 14), (7, 15)]",0.20979265442,"(1, 16)",0.098898022381,"(7, 17)",0.152240934977,"(1, 15)",0.1021869027,"(7, 15)",0.170922161346,HE
16,17,1,1,"T(17, 16, 1)",0.034053800632,"(1, 17)",0.135055541191,"(1, 3)",0.13505554119128835,"[(1, 12), (6, 16)]",0.267949192431,"(1, 17)",0.135055541191,"(1, 9)",0.135055541191,"(1, 16)",0.13274703779,"(8, 16)",0.152240934977,HE
16,18,1,2,"T(18, 16, 1)",0.030674679644,"(2, 17)",0.124208385666,"(9, 17)",0.14512723247403833,"[(2, 13), (7, 17)]",0.22973325457,"(1, 17)",0.118886552857,"(7, 18)",0.134910774239,"(1, 16)",0.118242631691,"(8, 16)",0.152240934977,HE
16,19,1,3,"T(19, 16, 1)",0.028052022343,"(3, 17)",0.117771036513,"(2, 8)",0.148384254972455,"[(2, 14), (7, 16)]",0.211506331133,"(1, 17)",0.106543360735,"(7, 18)",0.134742397471,"(1, 16)",0.107318625087,"(8, 16)",0.152240934977,HE
16,20,1,4,"T(20, 16, 1)",0.025984905919,"(3, 17)",0.112278169051,"(11, 16)",0.14205257527088735,"[(2, 14), (7, 16)]",0.20571271812,"(1, 17)",0.097060944299,"(7, 18)",0.134544507647,"(1, 16)",0.098898022381,"(8, 16)",0.152240934977,HE
17,18,1,1,"T(18, 17, 1)",0.030384493976,"(1, 18)",0.120614758428,"(1, 3)",0.12061475842818395,"[(1, 12), (6, 17)]",0.233502881435,"(1, 18)",0.120614758428,"(1, 10)",0.120614758428,"(1, 17)",0.118886552857,"(8, 17)",0.134893202496,HE
17,19,1,2,"T(19, 17, 1)",0.027500079037,"(3, 17)",0.111201381584,"(11, 18)",0.1660096313380674,"[(2, 14), (7, 17)]",0.211113051863,"(1, 18)",0.107051209205,"(8, 19)",0.120614758428,"(1, 17)",0.106543360735,"(8, 17)",0.134718159578,HE
17,20,1,3,"T(20, 17, 1)",0.025227603912,"(3, 18)",0.105383533938,"(3, 9)",0.13484282652586443,"[(1, 14), (7, 17)]",0.198062264195,"(1, 18)",0.096469544692,"(8, 19)",0.120614758428,"(1, 17)",0.097060944299,"(8, 17)",0.134529100869,HE
18,19,1,1,"T(19, 18, 1)",0.027277393195,"(1, 19)",0.108365516599,"(1, 3)",0.10836551659873087,"[(2, 13), (6, 18)]",0.209196439862,"(1, 19)",0.108365516599,"(6, 15)",0.108365516599,"(1, 18)",0.107051209205,"(9, 18)",0.120614758428,HE
18,20,1,2,"T(20, 18, 1)",0.024796473892,"(3, 18)",0.100154276744,"(3, 10)",0.14758524862900907,"[(1, 14), (7, 18)]",0.198062264195,"(1, 19)",0.096873175669,"(8, 20)",0.108283390607,"(1, 18)",0.096469544692,"(9, 18)",0.120614758428,HE
19,20,1,1,"T(20, 19, 1)",0.02462331881,"(1, 20)",0.09788696741,"(1, 3)",0.097886967409693978,"[(2, 14), (7, 19)]",0.199132510456,"(1, 20)",0.09788696741,"(1, 11)",0.09788696741,"(1, 19)",0.096873175669,"(9, 19)",0.10827569066,HE
